,pattern,sup
534,"['soon', 'possible']",8.430472509109944e-05
535,"['soon', 'done']",2.0132471663546134e-05
536,"['soon', 'done', 'already']",8.13322590019688e-07
537,"['soon', 'done', 'jo']",8.13322590019688e-07
538,"['soon', 'patience']",3.6490104890177366e-05
539,['respond'],0.003539677313137965
540,"['respond', 'dm']",1.88741921845745e-05
541,['either'],0.0023872242344418833
542,['another'],0.004198221929535726
543,['one'],0.02774119196575568
544,"['one', 'team']",2.0132471663546134e-05
545,"['one', 'one']",2.0132471663546134e-05
546,"['one', 'us']",2.8940428016347568e-05
547,"['one', 'number']",1.50993537476596e-05
548,"['one', 'email']",1.50993537476596e-05
549,"['one', 'thanks']",3.1456986974290834e-05
550,"['one', 'help']",2.5165589579432666e-05
551,"['one', 'dm']",2.26490306214894e-05
552,"['one', 'full']",1.7615912705602868e-05
553,"['one', 'stores']",1.6357633226631235e-05
554,"['one', 'take']",1.50993537476596e-05
555,"['one', 'time']",2.0132471663546134e-05
556,"['one', 'colleagues']",1.88741921845745e-05
557,"['one', 'happy']",1.88741921845745e-05
558,['social'],0.005515311162331248
559,"['social', 'team']",1.50993537476596e-05
560,"['social', 'media']",4.026494332709227e-05
561,"['social', 'please']",1.50993537476596e-05
562,['media'],0.0032927230819888046
563,['touch'],0.017369114257490947
564,"['touch', 'options']",3.271526645326247e-05
565,"['touch', 'soon']",4.90728996798937e-05
566,"['touch', 'soon', 'possible']",9.658205756483795e-07
